Review,DocID,title
I have bought this smartphone as a gift for my wife and she is facing several problems with the screen just after a month of usage.,1,iphone
WORST PHONE EVER. It worked well for a couple of days. Then it started failing. Apple told me the phone wasn<U+2019>t original. DONT BUY!,2,iphone
"Phone works great. Came in new condition, never used until I started using it.",3,iphone
Got my phone three days earlier than expected! Seems to work fine.,4,iphone
Works great received it fast,5,iphone
I love it. i recommend everyone to buy from this company thank you best gift i've ever receive,6,iphone
it's not original and bad quality not work normalwhen i use the head phone make  turn off the callblack screen  after 4 month used,7,iphone
Thanks,8,iphone
THE PHONE DIDN'T WORK . HAD TO RETURN IT.,9,iphone
in next day after i received this phone i want to the maintenance shop to fix the phonecchange battery and the screen,10,iphone
"This phone is not good. After only 3 months, the phone stopped working. PLEASE DO NOT BUY!",11,iphone
For my husband - happy with it,12,iphone
Speaker mic does NOT work freezes and dies and siri mic does NOT work,13,iphone
Yes my daughter loves it but the charger went out in a week i replaced it but over no problems thanks,14,iphone
Flashlight did not work and Pandora radio intermittently went out.,15,iphone
The battery doesnt really hold a charge. But other than that its good,16,iphone
"Great condition, but low quality of the boxing. The wall charger would not work and glitches in and out. The home button is a little off.",17,iphone
My phone arrived promptly and transferring my old information to the new phone was seamless.,18,iphone
It doesn't work right now. Just used it for a week. Never buy from this seller. The home button doesn't work now. Battery is even worse.,19,iphone
I<U+2019>m happy it arrived on time. I<U+2019>m enjoy it.,20,iphone
"I've had this phone for less than 5 months, and its already dead!!! The phone has an old battery and there are many glitches!! Whenever I try using, it randomly switches off at 50% or higher. This was either a used phone or a fake one!! I don't recommend people to buy it. I would like Amazon to allow me to return this phone!",21,iphone
At first I was a little iffy about this but when I  got it I was so amazed great service <U+0001F929>,22,iphone
"it is good ,but I would like to know if it is working n libya or no",23,iphone
"After only seven months of buying this phone it completely goes out on me.  Totally dead.  I had to take it today to some far away Apple Store to have it properly diagnosed and fixed, praying it was just a battery issue.  It was a hardware issue.  This ""new iPhone""  of seven months, according to the Apple employee, is actually three years old, and had been previously purchased by someone else through a Verizon store.  And it had been opened and repaired too.  I can't believe Amazon sells such a scam to its customers.  I want to be fully reimbursed for this product.  Buyers, beware.",24,iphone
"Its a fake phoneApple iPhone 6 (GSM Unlocked), 16GB, Gold",25,iphone
"Cannot hear anyone talking on speaker phone, makes weird noise and freezes, battery life is terrible was very unhappy with this purchase.",26,iphone
I hated the fact that it was unlocked!,27,iphone
it was what expected!,28,iphone
"product arrived bad, I had to return it",29,iphone
Super I love it <U+0001F60D>,30,iphone
The worst purchase I've ever done. No even a year of purchase and the cellphone stopped working and the authorized seller said it was apparently refurbished and some parts inside were not the original ones.,31,iphone
"This is very bad product. The screen is taken a part and I can even see the inside material. It work okay, but it was use phone and they didn't fix correctly.",32,iphone
"Ordered This iphone last summer... started using it late November of 2017... Since the beginning it has been dropping calls, I did not have this problem with my old iphone. I took it to tech support at my service provider they replaced the sim and it still drops calls. Now today the homebutton stopped working all of a sudden. I'm nowhere close to having this repaired and it's crazy how it just stopped working at once... it's beyond inconvenient not having my fingerprint code & missing important work calls.... what are the warranty's on this product?!",33,iphone
It came all messed up,34,iphone
perfect for my daughter,35,iphone
Phone arrived as expected with no problems.,36,iphone
AMAZING!,37,iphone
is very good,38,iphone
"This phone is absolutely NOT new... I have bought this for my sister as a gift and, after one year of use she brought it to iPhone store and they verified that, the phone's screen was replaced twice. The whole phone was reassembled.",39,iphone
"I am very happy with this purchase.Initially I worried after reading some reviews...However so far I<U+2019>ve been very satisfied, the package came quickly, the phone is in great condition, works like brand new:) No issues so far<U+0001F44D><U+0001F3FB>",40,iphone
Biggest Piece of crap phone I have ever purchased. DO NOT BUY FROM THIS SELLER / REMOBILE,41,iphone
Clean as mentioned,42,iphone
I would like to try this product before I buy it.,43,iphone
It<U+2019>s not original. I went to an apple store to fix it and they tell us that the cell phone has parts that are not original. That was really embarrassing,44,iphone
Phone is working like New phone. Thank Amazon you nice product.,45,iphone
en  4 meses  aparecio un problema que me han dicho que este Apple es de ano 2015 y que la tela fue cambiada. yo fue en la Apple aqui en Brasil.in 4 months a problem appeared that I have been told that this Apple is from year 2015 and that the fabric was changed. I was at the Apple here in Brazil.,46,iphone
Nice phone,47,iphone
"Phone was bought worked 2 weeks. Took it to Apple store , doesn't even have an iPhone screen on it! Obviously refurbished very poorly.  To have replaced will cost two hundred ninety nine dollars. Shoddy product!",48,iphone
top,49,iphone
"phone is OK, but delivery got lost twice before it finally arrived.",50,iphone
"ordered the phone, and it had a bad battery.",51,iphone
I was a little worried but I like this phone.,52,iphone
Product was nice. I liked it.,53,iphone
The phone suddenly stopped working. The apple store told me that it was modified and refurbishef with a defective battery. I am angry and disappointed.,54,iphone
"Screen failed and button stopped working. Took it to Apple store for replacement. They checked serial number, and phone had already been replaced. This is a used, broken phone sold as new.",55,iphone
Just got my phone today actually writing this with it at the moment lol but yes they are legit I was skeptic at first because iv seen people receive play doe on other pages but I ordered and I am very satisfied,56,iphone
I did not order this or any other phone from Amazon.,57,iphone
nice,58,iphone
"After 8 months with what I thought was a new I IPhone 6, started having trouble...  took it to an Apple service center and discovered that many parts are counterfeit.  Warped screen. Not original Apple.  Screws missing.  Loose works inside,  Dirt getting in.  So far no help from the seller.  Hard to believe that this is a mistake.  It's not even refurbished.  To say that I am unhappy is an understatement.",59,iphone
Too many glitches,60,iphone
Doesn't work at all!! Tried multiple times to get service & nothing worked. Worst Christmas present ever!,61,iphone
Ok,62,iphone
This phone rings when ringer off and the volume button is constantly showing on the screen. Not sure if it<U+2019>s a bug but never had a problem with my iPhone 5,63,iphone
"the body of the phone is awesome,  its in good condition but the internal headphones have something wrong with it (when i'm on the phone i can't hear other people talk unless i put it on speaker!!!!",64,iphone
"The battery was bad, It Stayed charged for 5 minutes then died, Spent 40$ and put a new one in myself took me like 10Minutes. The phone works now Perfectly. I'm not too mad. I did buy it used and cheap, Still saved 200$ XD.",65,iphone
I bought this for a friend in need and this phone lost its charge frequently. Do not buy.,66,iphone
While setting up the phone....... it died. Phone also was bent. Lasted all of 30 min while unplugged from the charger.,67,iphone
Very good!,68,iphone
Siri did not work.  Also could not hear during phone calls.  Took this NEW phone to Apple Store and they told me the Audio was defective.  They also told me the phone was activated November 2014.  Returned phone immediately.,69,iphone
perfect,70,iphone
Great product and good seller !!,71,iphone
Had problems from the start. Battery dies quickly.,72,iphone
I ordered iPhone 6 fully unlocked but when i put sim card it wasn't work. So why said that fully unlocked ? I will never recommend to buy this.,73,iphone
"Item was exactly how seller described. I am a seasoned iPhone user, therefore i am aware of their battery issues (not holding charge after a year or two of use). Being a refurbished phone, the battery was used before. So there was no surprise when this phone would not hold a charge for more than 6 hours and would die before it reach 50% battery life. I contacted the seller about the issue and they had no problem shipping me a battery swap kit. This was stressful as there were delicate connections that needed to be removed and reconnected later. Luckily i knew to youtube a video walk through of the process. The swap worked and I couldn't be happier. Well worth the money and the seller took care of me. definitely buying my next phone here.",74,iphone
Fake IPhone. Touch the apple logo on the back. You<U+2019>ll find sharpness. Apple logo is built in meaning you can<U+2019>t feel the logo when u touch,75,iphone
Fake phone! DO NOT BUY! Horrible! Bought this phone a year ago for my son and he broke it.  Took it in to get it repaired to find out it's a fake iPhone!!! Probably not going to be able to repair it and am out over $400 <U+0001F621>,76,iphone
amazing,77,iphone
Great phone!,78,iphone
"Perfect condition phone, gsm unlocked as stated. The only problem I've found at all is the battery does die when it gets too cold. Other than that, absolutely perfect. Great buy!",79,iphone
"got the phone from VIPOUTLET and came locked.contacted the seller with no resultwaste of money, feel very frustrated",80,iphone
Loved my phone in the beginning. Then 6 months later phone started to do weird things and on the 7 month it completely shut off.,81,iphone
I've been charging this phone for litterally 4 hours and it will NOT turn on . Only the battery sign will pop up,82,iphone
This is a bad product. I found that this product is old product looks like someone used and now facing battery issue. I would request everyone don<U+2019>t buy this product from this seller.,83,iphone
The touch screen didn't even work.,84,iphone
Hello I'm trying to use the device and says it's locked.,85,iphone
I am very unhappy with what occurred.  I purchased this item as a new factory item and just yesterday I was at apple to try to fix a battery issue with the Iphone and found out that it was a resold item (Apple had it as a phone purchased in 2015).  So I am stuck with a phone with defect and that does not have a manufacture warranty as I thought it would have. I'm discusted.  I am considering not to purchase any electronic device from Amazon!,86,iphone
"Don't buy this product. It isn't coming on, not charging and it was a trade in phone. This was the worst experience i ever had with an apple product.",87,iphone
****Save your money. iphones are junk. I bought an iPhone 6 and by the end of the first day it went back in the box and right back to Amazon. I will buy another Android phone and enjoy the flawless operation they provide at a much more reasonable price. In my opinion Apple should be shut down and ALL money refunded to the consumer. One star rating is too high.****,88,iphone
EVERYTHING FINE AND ON TIME,89,iphone
Phone last maybe 6 months with all kinds of problems don't buy from them,90,iphone
"so far, works great , as described",91,iphone
Bought this for my son for Xmas.  I had bought an unlocked phone years ago for my other son on Amazon.  I had a very unhappy son on Xmas day because it wouldn't accept the TMobile SIM card.  We even went to Tmobile on the 26th and they said it wasn't unlocked at all.  This product description is false or they didn't state which carrier the phone is unlocked for.  We are returning the phone and I strongly advice Amazon to screen its sellers because it's their name on the line!  My son worked so hard all semester to get good grades and prove he deserved an Iphone only to be disappointed on Xmas Day.  It broke my heart to see him not be able to enjoy his present.,92,iphone
"According to the seller, the item was suppose to be 9.9/10, like new! However, the front camera can be seen shifted to the side. An Iphone 7 case was given and does not fit on the Iphone 6. The box was also Iphone 7 box instead of the Iphone 6. No wall charger, no headphones. This is definitely not a like new phone that comes in an original box and is not 9.9/10. Mint condition should have no scratches. Complete waste of time.",93,iphone
"Battery came basically to have to change it. Cannot mute camera, so every time I take a picture a shooter sound goes off, pretty annoying. Other than that, works great!",94,iphone
Work well for a use phone.,95,iphone
"Christmas present for our daughter and battery is no good, seriously!! Now we have to spend more money for a battery and she's to wait to use.",96,iphone
"I received the phone but something wrong with it, it gets extremely hot while using and the battery drains in less than 5 hours even if i am not using it. I changed the setting, updated the software but still the same issue. I emailed the supplier but they didn<U+2019>t reply. Not recommending anyone to buy from this supplier.",97,iphone
Really worst product with scratches on screen and bent on back side.,98,iphone
"The only reason why I gave this two stars is because the item arrived on time.  This was the correct phone and looked nice, however, the screen is loose and the screen freezes and does not respond to touch after 1 minute of use and must be restarted to regain functionality.  I understand that the phone is refurbished, and expected a few scratches, but the phone not functioning and being defective is not acceptable.",99,iphone
Display backlight is gone after about 4 month of use. Contacted with seller and they said all support windows are closed after 2 month. Didn't check that since I was buying a new phone. Do not want to buy again.,100,iphone
The phone was NOT unlocked. It doesn't recognize my SIM card. Waste of money and a ripoff.,101,iphone
"Phone works, but SIM card holder is loose so it keeps going back and forth saying no service.",102,iphone
"Bought from AH TECH INC. Phone was sold as New and arrived in sealed box. Battery performance seemed to confirm that the product had not been used before. After a few months the charger died and the touchscreen appeared to have issues so the phone was sent to a repair shop. Upon taking the phone apart, the touchscreen turned out to not be a genuine Apple product. Buyer beware...",103,iphone
It's greats <U+0001F44C><U+0001F3FB>,104,iphone
Phone was not actually carrier unlocked.,105,iphone
"I had bought iPhone 6 16 GB on November 2016 and exactly a year after the screen cracked. The phone had gorilla screen protection but still cracked when it fell. When we took it to iCare, based on the EMEI#, the representative confirmed that this phone is not supposed to be sold as it had a defect. When we bought the phone, it was not mentioned it is a refurbished or old phone. Now since there is no record for sale for the phone, we are not getting proper maintenance support. Please do not buy from this seller.",106,iphone
Ok,107,iphone
The phone stop keeping the battery charged. I did change the battery and that wasn't the problem. The phone dies in 3 or 4 hours. I took it to apple and they say they couldn't help me because it is not an original phone. Amazon never responded to me neither the phone who sold me the phone.,108,iphone
"iPhone was blind very good condition. The recharging cord didn<U+2019>t work well, but no problem with the phone.",109,iphone
Phone is pre-paid locked to a USA carrier.,110,iphone
"Now is no good,I can<U+2019>t charge my iPhone !!!!",111,iphone
This phone was really a lemon. My son had it for a month and it totally quit working. I am now working with the seller to determine what to do. They are running an analysis on it to see what happened. They have been totally great to work with. I can<U+2019>t say enough about their excellent customer service. I<U+2019>m hoping just this particular phone was a problem because I have had iPhones for several years with no problems at all and have loved all of them.,112,iphone
"Hello , I was satisfied with my order but the phone screen has been giving me a hard time",113,iphone
The iPhone received was in good working condition with very little sign of usage and was looking new. I am writing this review after checking the phone performance continuously for last few days and I found no issues so far with the phone.  It's definitely Good value for money,114,iphone
"A great phone, but the charging cord only lasted two months.  Doesn't seem like we should have had to spend another $19 to replace the cord so soon.",115,iphone
Get this one...because it does everything iPhone 4 through 10 do and costs almost nothing now! So good deal...for a phone.  I owned this for over a year and bought it from a seller on Amazon.  Came in perfect new condition.  I sold it though.  It has a bright clean nice screen...slim size...and worked almost flawlessly. Here<U+2019>s the rub...I dislike iPhone and Apple now.  They do nothing anymore to be ahead in tech...the whole company bases their value on a phone that Steve Jobs made many many years ago now!!! I suggest skipping iPhones...and doing something different...pick something else... that is anything else...then this! Oh also...not that comfy in hand...good luck with that!,116,iphone
Was what I expected works fine,117,iphone
phone stop work.. i need explain from seller !,118,iphone
awesome perfect always will but from hear,119,iphone
The phone was even better then I expected I had no problem using it and it<U+2019>s working just fine,120,iphone
Will buy again.,121,iphone
"This is my first iPhone and I am not disappointed at all. I like the fingerprint scanner to unlock my phone and for saved passwords. Takes a little getting used to but I really like it. It seems quite durable, but that could be largely due to the phone case I got for it as I tend to drop my phones quite often.",122,iphone
"Is not a NEW Apple phone, i had the phone for 9 months and the batery started tu fail, so i took my phone to a cell phone repair center.When they opened the cover, it had a little sticker with chinnese letters and the batery had been changed once time before",123,iphone
My phone worked perfect! Thanks guys,124,iphone
"Never buy this phone. I ordered new unlocked phone, but to my surprise when i checked with apple store, they told me that this phone was purchased already 2 years ago and display screen is also fake not apple manufactured. Moreover this phone didn't work with any gsm sim cards. Not to buy this phone for international usage specially.",125,iphone
"I purchased this phone listed as new and a true Apple phone.  The phone hasn't worked correctly since I purchased it. So many things have gone wrong and  now it's hardly working.  I took it to the Apple store today and they informed me that it is a fake i-phone.  The apple logo was glued on the back,AND  therefore they can't repair it.  All  parts have been replaced with fake iphone parts.",126,iphone
Be careful buyers it is fake. It was the worst experience I have ever had. I bought it as a brand new phone but it suddenly stopped working over night without any reason. I had it only for a month or so when I took it to apple store they were not able to restore it and they told me the phone is not going to work any more.,127,iphone
battery didn't last 6 months,128,iphone
"Do not buy from this seller!! They sell defective pieces and they falsely claim manufacturer's warranty. I should have my warranty upto Dec 2017 but this seller bought the phone from Apple and sold it to me after the warranty EXPIRED and still advertised that I will have a warranty for one year from the time of purchase which is Dec 2016. I had some issue with my phone and when I took my phone to Apple(the manufacturer, as manufacturers warranty should apply) they told me that they cannot help me as I was sold the product after the expiration of warranty and that I was falsely advertised! I am contacting Amazon since 2.5 months regarding this issue  and they tell me that they would file a A-Z claim..and that an investigation would happen but that never happened. I keep calling them back and everytime I get  a response saying some claim did not go through properly and that they would re-do it for me. I called atleast 10 times spending about 2 hours each time. I also have several chats with agents and transcripts with me but noone ever got back to me! Very disappointed with the seller and Amazons customer service. My warranty will end on Dec 18th 2017 and I don't know if the idea is to push it so my warranty expires and then they can get rid of the issue.",129,iphone
"Phone was adverstized as ""new"" and on the box, but I knew somethibng was wrong when the iPhone started up without requesting any set up as usual.  Then it would not connect to the AT&T network. Had it verified by AT&T that my account was provisioned correctly and even with a new SIM card thinking it may be bad and it still would not connect and all phone settings were correct.  Very disappointed. RETURNED FOR REFUND. Would not buy again from this seller.",130,iphone
Phone is very hot. <U+0001F621><U+0001F621><U+0001F621><U+0001F621>  You cannot hold the phone.,131,iphone
Amazing,132,iphone
"False advertisement by seller <U+201C>tested and certified<U+201D>. After a full recharge, the battery dies after 10 to 15 minutes of use.Never use this company.",133,iphone
Scam. Phone came packaged and everything but died after 3 months. I took to apple and the associate said the phone has been activated 2 years ago outside US. I came to believe it was a defective phone they refurbished and sold as new.,134,iphone
Good phone but poor packaging,135,iphone
Not whart I expected but it's ok,136,iphone
"Got what I wanted. Iphones were new, and unlocked.",137,iphone
Just received it and found in very good shape almost like new.Working like a charm so far...Happy shopping,138,iphone
"I bought this phone as new (at least I thought it is new). I sent it to my mom whom she lives in a different country. The phone stopped working after a few days. At first the screen popped out a few millimeters. And, after a while the screen stopped working.She took the phone to a place to fix it. When they opened it, they said inside there are a lot of missing components such as screws, and there are a lot of low grade components in it.",139,iphone
"Didn't work with ATT or T-mobile, don't buy it.",140,iphone
"DO NOT BUY!!! described as new and unlocked, and that was not the case, screen was replaced and was not an apple screen, I sent this phone overseas as a gift but no sim card worked on the cellphone. it was a bad decision to buy this phone, I lost the money as the return policy expired before the phone arrived.....",141,iphone
i did not had good experience from this seller as i came to know later this phone was not new and it was already used by someone in 2014 from service center. Was totally surprised when i came to know about this fact. phone's home button stopped working in 2 months suddenly and then it has to be totally replaced with brand new display in phone which cost me further 120 bucks.,142,iphone
Worst I have owned.  I've been with iPhone since the 3G and I wont be buying another.,143,iphone
"I have been using it for 7 months , haven<U+2019>t seen any issue",144,iphone
The phone looked over used and not as described by the seller,145,iphone
"I purchased the device in June, 2017. I was thinking to myself that I was purchasing a new phone since it was listed as new. Once I received the phone it worked perfectly fine until I made a phone call, whenever I was on the phone the other person could barely hear me and that was not because of my phones service....it was because of the phone itself. Later my phone began to move very slowly and lag when it was about to die. Recently November 29th my phone shut off and died and wouldn<U+2019>t come back on. I took it to the Apple store and they said my battery was gone and id come out better buying a new phone. The Apple store worker also got the phone<U+2019>s serial number and found that the phone was not new and was originally purchase May of 2016. With that being said the phone was not <U+201C>new<U+201D> as it was listed so basically it<U+2019>s being falsely advertised.",146,iphone
"Phone turns on but dies almost immediately,  The battery is garbage in doesn<U+2019>t hold a charge constantly freezes in switches from 0 to 100% .",147,iphone
Very good iphone .,148,iphone
"It is supposed to be a new item, however it is obvious that it is a refurbished iphone with the camera of bad quality and the screen is changed by spare parts not original. My problem is that I am from Ecuador and take a trip to buy but I was unable to return on time and get my money back.",149,iphone
Bought this <U+201C>unlocked<U+201D> phone and it was not unlocked it<U+2019>s locked to Att&T!,150,iphone
The phone antenna doesn't work. also the battery. It wasn't a new product and also the original guarantee was expired. Do not recommend to buy an iphone here,151,iphone
My screen is not the original one!,152,iphone
"The phone has completly frozen and there are no cracks or water damage, l want my money back.",153,iphone
Good work but I lost it after half of year,154,iphone
"The cell phone seemed great in the first days, after a week, the touchscreen stored working properly. It does not recognize id touch, and any simple task is hard to accomplish because if I touch somewhere, the screen recognizes in another spot.",155,iphone
It was in perfect condition and I got it as 'acceptable used' sometimes the call goes out if you talk ok speaker it goes out but I'm pretty happy about it,156,iphone
Using it for this review. No issues at all.,157,iphone
"Phone had internal, non-Apple parts as confirmed by Apple store. Phone would randomly shut off. DO NOT BUY!!!",158,iphone
"This phone is giving me problems, first of all the charger never worked out and the earphone are fake. Also the entry of the battery charger does not work, i am afraid this is a fake iphone.",159,iphone
"We just found out that its not original iphone and its duplicate look alike made by third party,very very disappointed to learn that Amazon is part of this rip off scheme and there no assurance that the things you buy on Amazon are not part of scam network.Thank to Jeff Bezos,world richest man after jumping off poor hard working peoples back.",160,iphone
